predicted file,real file,number of residues,rmsd
144_pred.pdb,144_real.pdb,12,1.293
145_pred.pdb,145_real.pdb,5,0.045
146_pred.pdb,146_real.pdb,9,1.057
147_pred.pdb,147_real.pdb,21,1.203
148_pred.pdb,148_real.pdb,13,2.849
149_pred.pdb,149_real.pdb,9,0.808
150_pred.pdb,150_real.pdb,19,9.55
151_pred.pdb,151_real.pdb,15,2.128
152_pred.pdb,152_real.pdb,19,2.072
153_pred.pdb,153_real.pdb,8,0.412
154_pred.pdb,154_real.pdb,15,0.46
155_pred.pdb,155_real.pdb,18,3.676
156_pred.pdb,156_real.pdb,8,1.201
157_pred.pdb,157_real.pdb,9,0.7
158_pred.pdb,158_real.pdb,8,0.558
159_pred.pdb,159_real.pdb,8,1.565
160_pred.pdb,160_real.pdb,4,0.051
161_pred.pdb,161_real.pdb,9,0.416
162_pred.pdb,162_real.pdb,8,1.16
163_pred.pdb,163_real.pdb,12,0.593
164_pred.pdb,164_real.pdb,12,3.251
165_pred.pdb,165_real.pdb,12,0.532
166_pred.pdb,166_real.pdb,12,1.382
167_pred.pdb,167_real.pdb,14,6.507
168_pred.pdb,168_real.pdb,11,2.727
169_pred.pdb,169_real.pdb,9,3.223
170_pred.pdb,170_real.pdb,11,1.188
171_pred.pdb,171_real.pdb,10,0.706
172_pred.pdb,172_real.pdb,6,1.591
173_pred.pdb,173_real.pdb,11,1.041
174_pred.pdb,174_real.pdb,13,3.426
175_pred.pdb,175_real.pdb,11,1.36
176_pred.pdb,176_real.pdb,4,0.231
177_pred.pdb,177_real.pdb,8,0.573
178_pred.pdb,178_real.pdb,13,8.368
179_pred.pdb,179_real.pdb,15,3.729
180_pred.pdb,180_real.pdb,9,1.457
181_pred.pdb,181_real.pdb,10,1.693
182_pred.pdb,182_real.pdb,11,0.326
183_pred.pdb,183_real.pdb,10,2.129
184_pred.pdb,184_real.pdb,18,0.825
185_pred.pdb,185_real.pdb,7,2.801
186_pred.pdb,186_real.pdb,12,5.927
187_pred.pdb,187_real.pdb,11,5.579
188_pred.pdb,188_real.pdb,11,2.176
189_pred.pdb,189_real.pdb,11,2.223
190_pred.pdb,190_real.pdb,4,0.752
191_pred.pdb,191_real.pdb,10,1.016
192_pred.pdb,192_real.pdb,14,1.046
193_pred.pdb,193_real.pdb,9,1.546
194_pred.pdb,194_real.pdb,10,0.837
195_pred.pdb,195_real.pdb,13,0.405
196_pred.pdb,196_real.pdb,8,1.039
197_pred.pdb,197_real.pdb,12,0.673
198_pred.pdb,198_real.pdb,12,0.846
199_pred.pdb,199_real.pdb,14,6.568
200_pred.pdb,200_real.pdb,15,1.332
201_pred.pdb,201_real.pdb,13,1.273
202_pred.pdb,202_real.pdb,11,1.801
203_pred.pdb,203_real.pdb,10,0.699
204_pred.pdb,204_real.pdb,13,0.92
205_pred.pdb,205_real.pdb,14,0.796
206_pred.pdb,206_real.pdb,11,2.262
207_pred.pdb,207_real.pdb,24,1.294
208_pred.pdb,208_real.pdb,24,1.826
209_pred.pdb,209_real.pdb,12,3.167
210_pred.pdb,210_real.pdb,10,0.786
211_pred.pdb,211_real.pdb,13,0.623
212_pred.pdb,212_real.pdb,10,4.296
213_pred.pdb,213_real.pdb,5,0.645
214_pred.pdb,214_real.pdb,3,0.026
215_pred.pdb,215_real.pdb,16,0.397
216_pred.pdb,216_real.pdb,14,0.432
217_pred.pdb,217_real.pdb,14,5.277
218_pred.pdb,218_real.pdb,16,1.367
219_pred.pdb,219_real.pdb,12,1.222
220_pred.pdb,220_real.pdb,11,1.051
221_pred.pdb,221_real.pdb,8,2.483
222_pred.pdb,222_real.pdb,14,0.903
223_pred.pdb,223_real.pdb,13,3.54
224_pred.pdb,224_real.pdb,7,1.385
225_pred.pdb,225_real.pdb,9,3.149
226_pred.pdb,226_real.pdb,11,0.408
227_pred.pdb,227_real.pdb,11,0.516
228_pred.pdb,228_real.pdb,12,4.686
229_pred.pdb,229_real.pdb,9,4.962
230_pred.pdb,230_real.pdb,10,0.655
231_pred.pdb,231_real.pdb,9,0.669
232_pred.pdb,232_real.pdb,11,1.135
233_pred.pdb,233_real.pdb,8,1.163
234_pred.pdb,234_real.pdb,10,0.804
235_pred.pdb,235_real.pdb,12,0.413
236_pred.pdb,236_real.pdb,9,0.669
237_pred.pdb,237_real.pdb,21,8.581
238_pred.pdb,238_real.pdb,12,1.086
239_pred.pdb,239_real.pdb,22,1.661
240_pred.pdb,240_real.pdb,9,0.232
241_pred.pdb,241_real.pdb,24,1.538
242_pred.pdb,242_real.pdb,10,3.54
243_pred.pdb,243_real.pdb,11,1.74
244_pred.pdb,244_real.pdb,11,2.18
245_pred.pdb,245_real.pdb,11,1.533
246_pred.pdb,246_real.pdb,5,1.643
247_pred.pdb,247_real.pdb,12,3.668
248_pred.pdb,248_real.pdb,5,0.18
249_pred.pdb,249_real.pdb,9,0.748
250_pred.pdb,250_real.pdb,9,0.712
251_pred.pdb,251_real.pdb,10,5.729
252_pred.pdb,252_real.pdb,4,0.481
253_pred.pdb,253_real.pdb,28,12.512
254_pred.pdb,254_real.pdb,16,1.932
255_pred.pdb,255_real.pdb,9,0.946
256_pred.pdb,256_real.pdb,10,2.97
257_pred.pdb,257_real.pdb,7,0.849
258_pred.pdb,258_real.pdb,9,5.053
259_pred.pdb,259_real.pdb,14,0.959
260_pred.pdb,260_real.pdb,24,0.819
261_pred.pdb,261_real.pdb,14,1.545
262_pred.pdb,262_real.pdb,16,0.899
263_pred.pdb,263_real.pdb,18,2.323
264_pred.pdb,264_real.pdb,10,0.593
265_pred.pdb,265_real.pdb,13,2.695
266_pred.pdb,266_real.pdb,22,2.45
267_pred.pdb,267_real.pdb,9,0.916
268_pred.pdb,268_real.pdb,19,0.784
269_pred.pdb,269_real.pdb,10,0.816
270_pred.pdb,270_real.pdb,12,2.654
271_pred.pdb,271_real.pdb,10,1.021
272_pred.pdb,272_real.pdb,16,0.729
273_pred.pdb,273_real.pdb,12,0.333
274_pred.pdb,274_real.pdb,8,0.495
275_pred.pdb,275_real.pdb,10,0.498
276_pred.pdb,276_real.pdb,13,3.424
277_pred.pdb,277_real.pdb,20,8.808
278_pred.pdb,278_real.pdb,13,1.421
279_pred.pdb,279_real.pdb,11,0.653
280_pred.pdb,280_real.pdb,9,2.19
281_pred.pdb,281_real.pdb,7,0.542
282_pred.pdb,282_real.pdb,16,0.672
283_pred.pdb,283_real.pdb,7,0.727
284_pred.pdb,284_real.pdb,12,5.3
285_pred.pdb,285_real.pdb,7,1.848
286_pred.pdb,286_real.pdb,9,0.918
predicted file,real file,number of residues,rmsd
000_pred.pdb,000_real.pdb,11,1.974
001_pred.pdb,001_real.pdb,13,1.261
002_pred.pdb,002_real.pdb,10,1.468
003_pred.pdb,003_real.pdb,11,2.217
004_pred.pdb,004_real.pdb,17,3.248
005_pred.pdb,005_real.pdb,11,0.52
006_pred.pdb,006_real.pdb,9,0.569
007_pred.pdb,007_real.pdb,7,0.821
008_pred.pdb,008_real.pdb,18,7.679
009_pred.pdb,009_real.pdb,9,3.69
010_pred.pdb,010_real.pdb,7,0.589
011_pred.pdb,011_real.pdb,12,2.412
012_pred.pdb,012_real.pdb,14,2.344
013_pred.pdb,013_real.pdb,9,1.022
014_pred.pdb,014_real.pdb,19,0.407
015_pred.pdb,015_real.pdb,4,0.287
016_pred.pdb,016_real.pdb,11,2.844
017_pred.pdb,017_real.pdb,8,0.596
018_pred.pdb,018_real.pdb,10,0.949
019_pred.pdb,019_real.pdb,9,0.746
020_pred.pdb,020_real.pdb,7,1.143
021_pred.pdb,021_real.pdb,14,2.534
022_pred.pdb,022_real.pdb,11,4.913
023_pred.pdb,023_real.pdb,11,5.634
024_pred.pdb,024_real.pdb,7,0.499
025_pred.pdb,025_real.pdb,8,1.047
026_pred.pdb,026_real.pdb,18,1.291
027_pred.pdb,027_real.pdb,19,1.368
028_pred.pdb,028_real.pdb,9,4.053
029_pred.pdb,029_real.pdb,7,0.628
030_pred.pdb,030_real.pdb,15,2.089
031_pred.pdb,031_real.pdb,13,0.74
032_pred.pdb,032_real.pdb,12,3.581
033_pred.pdb,033_real.pdb,6,0.564
034_pred.pdb,034_real.pdb,11,0.503
035_pred.pdb,035_real.pdb,10,1.629
036_pred.pdb,036_real.pdb,14,8.974
037_pred.pdb,037_real.pdb,19,1.331
038_pred.pdb,038_real.pdb,8,0.405
039_pred.pdb,039_real.pdb,11,2.29
040_pred.pdb,040_real.pdb,26,1.717
041_pred.pdb,041_real.pdb,5,1.658
042_pred.pdb,042_real.pdb,15,1.097
043_pred.pdb,043_real.pdb,8,0.876
044_pred.pdb,044_real.pdb,8,0.78
045_pred.pdb,045_real.pdb,15,3.195
046_pred.pdb,046_real.pdb,12,0.784
047_pred.pdb,047_real.pdb,14,0.527
048_pred.pdb,048_real.pdb,9,0.226
049_pred.pdb,049_real.pdb,13,1.453
050_pred.pdb,050_real.pdb,19,0.447
051_pred.pdb,051_real.pdb,14,3.312
052_pred.pdb,052_real.pdb,8,0.88
053_pred.pdb,053_real.pdb,19,0.422
054_pred.pdb,054_real.pdb,16,3.05
055_pred.pdb,055_real.pdb,9,2.756
056_pred.pdb,056_real.pdb,12,0.336
057_pred.pdb,057_real.pdb,8,2.419
058_pred.pdb,058_real.pdb,11,0.787
059_pred.pdb,059_real.pdb,10,4.017
060_pred.pdb,060_real.pdb,24,9.093
061_pred.pdb,061_real.pdb,13,4.415
062_pred.pdb,062_real.pdb,10,2.968
063_pred.pdb,063_real.pdb,11,3.766
064_pred.pdb,064_real.pdb,16,0.426
065_pred.pdb,065_real.pdb,12,2.049
066_pred.pdb,066_real.pdb,11,0.959
067_pred.pdb,067_real.pdb,10,0.686
068_pred.pdb,068_real.pdb,7,1.183
069_pred.pdb,069_real.pdb,12,0.218
070_pred.pdb,070_real.pdb,11,4.496
071_pred.pdb,071_real.pdb,22,1.207
072_pred.pdb,072_real.pdb,10,0.539
073_pred.pdb,073_real.pdb,14,5.69
074_pred.pdb,074_real.pdb,24,1.654
075_pred.pdb,075_real.pdb,10,0.198
076_pred.pdb,076_real.pdb,5,2.212
077_pred.pdb,077_real.pdb,7,2.982
078_pred.pdb,078_real.pdb,10,1.152
079_pred.pdb,079_real.pdb,12,1.399
080_pred.pdb,080_real.pdb,11,0.819
081_pred.pdb,081_real.pdb,5,0.176
082_pred.pdb,082_real.pdb,13,4.226
083_pred.pdb,083_real.pdb,9,0.339
084_pred.pdb,084_real.pdb,12,1.826
085_pred.pdb,085_real.pdb,8,0.234
086_pred.pdb,086_real.pdb,10,2.776
087_pred.pdb,087_real.pdb,13,3.074
088_pred.pdb,088_real.pdb,12,1.297
089_pred.pdb,089_real.pdb,10,1.867
090_pred.pdb,090_real.pdb,19,0.403
091_pred.pdb,091_real.pdb,9,0.282
092_pred.pdb,092_real.pdb,19,0.663
093_pred.pdb,093_real.pdb,13,1.055
094_pred.pdb,094_real.pdb,5,0.807
095_pred.pdb,095_real.pdb,11,0.819
096_pred.pdb,096_real.pdb,11,1.185
097_pred.pdb,097_real.pdb,24,1.209
098_pred.pdb,098_real.pdb,8,1.134
099_pred.pdb,099_real.pdb,12,3.241
100_pred.pdb,100_real.pdb,8,0.871
101_pred.pdb,101_real.pdb,10,0.933
102_pred.pdb,102_real.pdb,15,4.906
103_pred.pdb,103_real.pdb,8,3.525
104_pred.pdb,104_real.pdb,12,1.576
105_pred.pdb,105_real.pdb,19,1.923
106_pred.pdb,106_real.pdb,7,0.893
107_pred.pdb,107_real.pdb,8,1.096
108_pred.pdb,108_real.pdb,12,0.802
109_pred.pdb,109_real.pdb,15,0.692
110_pred.pdb,110_real.pdb,4,0.419
111_pred.pdb,111_real.pdb,10,1.498
112_pred.pdb,112_real.pdb,17,1.383
113_pred.pdb,113_real.pdb,12,1.185
114_pred.pdb,114_real.pdb,4,0.216
115_pred.pdb,115_real.pdb,4,0.361
116_pred.pdb,116_real.pdb,11,1.394
117_pred.pdb,117_real.pdb,13,2.25
118_pred.pdb,118_real.pdb,24,1.078
119_pred.pdb,119_real.pdb,26,0.881
120_pred.pdb,120_real.pdb,14,1.021
121_pred.pdb,121_real.pdb,19,7.159
122_pred.pdb,122_real.pdb,14,2.589
123_pred.pdb,123_real.pdb,20,2.639
124_pred.pdb,124_real.pdb,16,0.538
125_pred.pdb,125_real.pdb,5,0.162
126_pred.pdb,126_real.pdb,10,3.123
127_pred.pdb,127_real.pdb,28,0.8
128_pred.pdb,128_real.pdb,8,0.898
129_pred.pdb,129_real.pdb,12,2.74
130_pred.pdb,130_real.pdb,17,1.053
131_pred.pdb,131_real.pdb,10,0.43
132_pred.pdb,132_real.pdb,10,0.288
133_pred.pdb,133_real.pdb,10,0.589
134_pred.pdb,134_real.pdb,10,1.56
135_pred.pdb,135_real.pdb,8,1.452
136_pred.pdb,136_real.pdb,11,1.857
137_pred.pdb,137_real.pdb,18,4.735
138_pred.pdb,138_real.pdb,11,4.35
139_pred.pdb,139_real.pdb,10,0.609
140_pred.pdb,140_real.pdb,9,0.418
141_pred.pdb,141_real.pdb,9,0.964
142_pred.pdb,142_real.pdb,9,3.721
143_pred.pdb,143_real.pdb,8,2.636
144_pred.pdb,144_real.pdb,22,1.205
145_pred.pdb,145_real.pdb,10,1.179
146_pred.pdb,146_real.pdb,7,0.831
147_pred.pdb,147_real.pdb,11,1.335
148_pred.pdb,148_real.pdb,15,4.637
149_pred.pdb,149_real.pdb,10,1.636
150_pred.pdb,150_real.pdb,8,0.449
151_pred.pdb,151_real.pdb,14,2.342
152_pred.pdb,152_real.pdb,14,2.837
153_pred.pdb,153_real.pdb,14,4.984
154_pred.pdb,154_real.pdb,18,7.338
155_pred.pdb,155_real.pdb,14,5.599
156_pred.pdb,156_real.pdb,11,2.359
157_pred.pdb,157_real.pdb,8,2.343
158_pred.pdb,158_real.pdb,10,3.747
159_pred.pdb,159_real.pdb,16,6.528
160_pred.pdb,160_real.pdb,4,0.541
161_pred.pdb,161_real.pdb,18,6.654
162_pred.pdb,162_real.pdb,19,0.368
163_pred.pdb,163_real.pdb,10,4.167
164_pred.pdb,164_real.pdb,11,0.556
165_pred.pdb,165_real.pdb,11,1.192
166_pred.pdb,166_real.pdb,12,2.98
167_pred.pdb,167_real.pdb,10,0.789
168_pred.pdb,168_real.pdb,10,1.802
169_pred.pdb,169_real.pdb,4,0.165
170_pred.pdb,170_real.pdb,18,3.632
171_pred.pdb,171_real.pdb,10,2.672
172_pred.pdb,172_real.pdb,15,0.518
173_pred.pdb,173_real.pdb,7,0.965
174_pred.pdb,174_real.pdb,11,2.226
175_pred.pdb,175_real.pdb,14,2.302
176_pred.pdb,176_real.pdb,12,0.893
177_pred.pdb,177_real.pdb,14,2.426
178_pred.pdb,178_real.pdb,10,1.529
179_pred.pdb,179_real.pdb,10,2.671
180_pred.pdb,180_real.pdb,3,0.271
181_pred.pdb,181_real.pdb,7,0.718
182_pred.pdb,182_real.pdb,11,0.486
183_pred.pdb,183_real.pdb,11,0.452
184_pred.pdb,184_real.pdb,10,0.983
185_pred.pdb,185_real.pdb,22,1.212
186_pred.pdb,186_real.pdb,14,0.857
187_pred.pdb,187_real.pdb,11,1.974
188_pred.pdb,188_real.pdb,13,3.793
189_pred.pdb,189_real.pdb,11,1.897
190_pred.pdb,190_real.pdb,8,0.287
191_pred.pdb,191_real.pdb,5,0.567
192_pred.pdb,192_real.pdb,11,1.541
193_pred.pdb,193_real.pdb,5,0.619
194_pred.pdb,194_real.pdb,21,14.265
195_pred.pdb,195_real.pdb,9,0.468
196_pred.pdb,196_real.pdb,10,1.003
197_pred.pdb,197_real.pdb,10,1.226
198_pred.pdb,198_real.pdb,21,1.473
199_pred.pdb,199_real.pdb,20,1.234
200_pred.pdb,200_real.pdb,9,2.704
201_pred.pdb,201_real.pdb,10,1.459
202_pred.pdb,202_real.pdb,8,0.968
203_pred.pdb,203_real.pdb,5,0.518
204_pred.pdb,204_real.pdb,14,0.273
205_pred.pdb,205_real.pdb,12,1.445
206_pred.pdb,206_real.pdb,9,4.472
207_pred.pdb,207_real.pdb,10,0.942
208_pred.pdb,208_real.pdb,11,0.76
209_pred.pdb,209_real.pdb,21,0.86
210_pred.pdb,210_real.pdb,13,1.262
211_pred.pdb,211_real.pdb,10,1.151
212_pred.pdb,212_real.pdb,7,0.716
213_pred.pdb,213_real.pdb,10,0.331
214_pred.pdb,214_real.pdb,16,0.831
215_pred.pdb,215_real.pdb,14,1.858
216_pred.pdb,216_real.pdb,16,0.652
217_pred.pdb,217_real.pdb,9,0.67
218_pred.pdb,218_real.pdb,11,0.813
219_pred.pdb,219_real.pdb,11,2.249
220_pred.pdb,220_real.pdb,16,1.047
221_pred.pdb,221_real.pdb,16,1.649
222_pred.pdb,222_real.pdb,9,0.329
223_pred.pdb,223_real.pdb,24,0.985
224_pred.pdb,224_real.pdb,17,1.221
225_pred.pdb,225_real.pdb,10,0.603
226_pred.pdb,226_real.pdb,13,2.122
227_pred.pdb,227_real.pdb,24,11.341
228_pred.pdb,228_real.pdb,10,2.291
229_pred.pdb,229_real.pdb,16,6.042
230_pred.pdb,230_real.pdb,13,0.92
231_pred.pdb,231_real.pdb,23,0.634
232_pred.pdb,232_real.pdb,10,0.481
233_pred.pdb,233_real.pdb,10,2.117
234_pred.pdb,234_real.pdb,13,1.124
235_pred.pdb,235_real.pdb,20,7.841
236_pred.pdb,236_real.pdb,5,2.007
237_pred.pdb,237_real.pdb,16,5.036
238_pred.pdb,238_real.pdb,11,5.884
239_pred.pdb,239_real.pdb,10,1.294
240_pred.pdb,240_real.pdb,14,2.444
241_pred.pdb,241_real.pdb,12,1.578
242_pred.pdb,242_real.pdb,13,0.465
243_pred.pdb,243_real.pdb,12,2.648
244_pred.pdb,244_real.pdb,8,0.385
245_pred.pdb,245_real.pdb,19,5.815
246_pred.pdb,246_real.pdb,15,1.25
247_pred.pdb,247_real.pdb,9,3.149
248_pred.pdb,248_real.pdb,10,0.793
249_pred.pdb,249_real.pdb,4,0.255
250_pred.pdb,250_real.pdb,12,0.88
251_pred.pdb,251_real.pdb,11,2.598
252_pred.pdb,252_real.pdb,14,0.494
253_pred.pdb,253_real.pdb,13,1.896
254_pred.pdb,254_real.pdb,13,0.681
255_pred.pdb,255_real.pdb,13,2.868
256_pred.pdb,256_real.pdb,12,0.582
257_pred.pdb,257_real.pdb,10,1.185
258_pred.pdb,258_real.pdb,12,1.202
259_pred.pdb,259_real.pdb,9,1.36
260_pred.pdb,260_real.pdb,9,2.448
261_pred.pdb,261_real.pdb,11,3.002
262_pred.pdb,262_real.pdb,22,1.325
263_pred.pdb,263_real.pdb,7,4.153
264_pred.pdb,264_real.pdb,13,2.538
265_pred.pdb,265_real.pdb,15,7.598
266_pred.pdb,266_real.pdb,24,0.572
267_pred.pdb,267_real.pdb,12,2.015
268_pred.pdb,268_real.pdb,14,1.115
269_pred.pdb,269_real.pdb,10,0.795
270_pred.pdb,270_real.pdb,13,0.326
271_pred.pdb,271_real.pdb,14,5.932
272_pred.pdb,272_real.pdb,3,0.06
273_pred.pdb,273_real.pdb,16,1.11
274_pred.pdb,274_real.pdb,11,2.815
275_pred.pdb,275_real.pdb,22,5.945
276_pred.pdb,276_real.pdb,12,1.519
277_pred.pdb,277_real.pdb,10,0.949
278_pred.pdb,278_real.pdb,18,11.601
279_pred.pdb,279_real.pdb,15,1.779
280_pred.pdb,280_real.pdb,13,5.349
281_pred.pdb,281_real.pdb,15,1.25
282_pred.pdb,282_real.pdb,8,0.661
283_pred.pdb,283_real.pdb,20,0.785
284_pred.pdb,284_real.pdb,10,2.503
285_pred.pdb,285_real.pdb,12,1.132
286_pred.pdb,286_real.pdb,9,0.35
predicted file,real file,number of residues,rmsd
000_pred.pdb,000_real.pdb,14,0.778
001_pred.pdb,001_real.pdb,7,2.002
002_pred.pdb,002_real.pdb,9,3.705
003_pred.pdb,003_real.pdb,12,3.206
004_pred.pdb,004_real.pdb,13,4.023
005_pred.pdb,005_real.pdb,19,4.375
006_pred.pdb,006_real.pdb,12,0.873
007_pred.pdb,007_real.pdb,20,2.123
008_pred.pdb,008_real.pdb,9,0.249
009_pred.pdb,009_real.pdb,10,0.641
010_pred.pdb,010_real.pdb,9,2.142
011_pred.pdb,011_real.pdb,9,0.337
012_pred.pdb,012_real.pdb,15,1.008
013_pred.pdb,013_real.pdb,9,0.604
014_pred.pdb,014_real.pdb,20,2.844
015_pred.pdb,015_real.pdb,13,6.259
016_pred.pdb,016_real.pdb,3,0.054
017_pred.pdb,017_real.pdb,11,1.595
018_pred.pdb,018_real.pdb,24,0.537
019_pred.pdb,019_real.pdb,15,1.447
020_pred.pdb,020_real.pdb,10,0.69
021_pred.pdb,021_real.pdb,7,1.783
022_pred.pdb,022_real.pdb,8,1.206
023_pred.pdb,023_real.pdb,10,0.266
024_pred.pdb,024_real.pdb,5,0.133
025_pred.pdb,025_real.pdb,11,3.624
026_pred.pdb,026_real.pdb,10,2.846
027_pred.pdb,027_real.pdb,16,1.494
028_pred.pdb,028_real.pdb,11,2.173
029_pred.pdb,029_real.pdb,24,3.427
030_pred.pdb,030_real.pdb,8,1.972
031_pred.pdb,031_real.pdb,6,0.655
032_pred.pdb,032_real.pdb,22,2.96
033_pred.pdb,033_real.pdb,8,3.208
034_pred.pdb,034_real.pdb,8,0.954
035_pred.pdb,035_real.pdb,22,2.24
036_pred.pdb,036_real.pdb,12,0.192
037_pred.pdb,037_real.pdb,9,0.722
038_pred.pdb,038_real.pdb,12,0.328
039_pred.pdb,039_real.pdb,9,0.635
040_pred.pdb,040_real.pdb,12,3.908
041_pred.pdb,041_real.pdb,7,1.282
042_pred.pdb,042_real.pdb,13,0.673
043_pred.pdb,043_real.pdb,12,0.968
044_pred.pdb,044_real.pdb,10,5.669
045_pred.pdb,045_real.pdb,15,2.557
046_pred.pdb,046_real.pdb,4,0.082
047_pred.pdb,047_real.pdb,11,2.456
048_pred.pdb,048_real.pdb,11,1.414
049_pred.pdb,049_real.pdb,10,2.022
050_pred.pdb,050_real.pdb,10,1.8
051_pred.pdb,051_real.pdb,18,6.613
052_pred.pdb,052_real.pdb,6,1.264
053_pred.pdb,053_real.pdb,13,0.941
054_pred.pdb,054_real.pdb,17,4.406
055_pred.pdb,055_real.pdb,5,0.835
056_pred.pdb,056_real.pdb,9,3.383
057_pred.pdb,057_real.pdb,8,1.858
058_pred.pdb,058_real.pdb,11,0.724
059_pred.pdb,059_real.pdb,16,0.532
060_pred.pdb,060_real.pdb,17,5.631
061_pred.pdb,061_real.pdb,16,1.407
062_pred.pdb,062_real.pdb,11,0.923
063_pred.pdb,063_real.pdb,12,0.571
064_pred.pdb,064_real.pdb,11,0.796
065_pred.pdb,065_real.pdb,9,1.628
066_pred.pdb,066_real.pdb,12,0.913
067_pred.pdb,067_real.pdb,15,1.207
068_pred.pdb,068_real.pdb,12,0.34
069_pred.pdb,069_real.pdb,10,1.108
070_pred.pdb,070_real.pdb,10,2.409
071_pred.pdb,071_real.pdb,10,0.468
072_pred.pdb,072_real.pdb,12,2.495
073_pred.pdb,073_real.pdb,12,0.506
074_pred.pdb,074_real.pdb,7,0.688
075_pred.pdb,075_real.pdb,13,0.316
076_pred.pdb,076_real.pdb,8,0.799
077_pred.pdb,077_real.pdb,12,0.654
078_pred.pdb,078_real.pdb,12,1.413
079_pred.pdb,079_real.pdb,9,0.858
080_pred.pdb,080_real.pdb,10,1.06
081_pred.pdb,081_real.pdb,10,3.102
082_pred.pdb,082_real.pdb,12,2.244
083_pred.pdb,083_real.pdb,10,0.805
084_pred.pdb,084_real.pdb,10,2.958
085_pred.pdb,085_real.pdb,14,0.851
086_pred.pdb,086_real.pdb,22,1.258
087_pred.pdb,087_real.pdb,9,1.144
088_pred.pdb,088_real.pdb,10,1.437
089_pred.pdb,089_real.pdb,12,3.682
090_pred.pdb,090_real.pdb,11,5.613
091_pred.pdb,091_real.pdb,9,1.11
092_pred.pdb,092_real.pdb,19,0.861
093_pred.pdb,093_real.pdb,10,2.181
094_pred.pdb,094_real.pdb,10,1.292
095_pred.pdb,095_real.pdb,13,2.63
096_pred.pdb,096_real.pdb,4,1.281
097_pred.pdb,097_real.pdb,12,1.247
098_pred.pdb,098_real.pdb,11,0.445
099_pred.pdb,099_real.pdb,13,2.767
100_pred.pdb,100_real.pdb,12,0.558
101_pred.pdb,101_real.pdb,13,2.923
102_pred.pdb,102_real.pdb,12,4.506
103_pred.pdb,103_real.pdb,11,0.642
104_pred.pdb,104_real.pdb,7,0.948
105_pred.pdb,105_real.pdb,19,1.636
106_pred.pdb,106_real.pdb,14,1.495
107_pred.pdb,107_real.pdb,9,0.921
108_pred.pdb,108_real.pdb,14,0.558
109_pred.pdb,109_real.pdb,11,4.58
110_pred.pdb,110_real.pdb,12,3.668
111_pred.pdb,111_real.pdb,5,1.046
112_pred.pdb,112_real.pdb,13,0.652
113_pred.pdb,113_real.pdb,11,1.642
114_pred.pdb,114_real.pdb,16,1.091
115_pred.pdb,115_real.pdb,3,0.138
116_pred.pdb,116_real.pdb,14,0.919
117_pred.pdb,117_real.pdb,10,2.394
118_pred.pdb,118_real.pdb,13,4.384
119_pred.pdb,119_real.pdb,14,1.11
120_pred.pdb,120_real.pdb,11,2.861
121_pred.pdb,121_real.pdb,14,4.432
122_pred.pdb,122_real.pdb,19,1.224
123_pred.pdb,123_real.pdb,13,3.039
124_pred.pdb,124_real.pdb,18,1.312
125_pred.pdb,125_real.pdb,26,1.521
126_pred.pdb,126_real.pdb,8,0.861
127_pred.pdb,127_real.pdb,9,0.368
128_pred.pdb,128_real.pdb,16,5.665
129_pred.pdb,129_real.pdb,13,6.964
130_pred.pdb,130_real.pdb,11,0.578
131_pred.pdb,131_real.pdb,12,1.204
132_pred.pdb,132_real.pdb,21,12.013
133_pred.pdb,133_real.pdb,11,3.156
134_pred.pdb,134_real.pdb,7,2.1
135_pred.pdb,135_real.pdb,10,0.56
136_pred.pdb,136_real.pdb,7,0.824
137_pred.pdb,137_real.pdb,10,1.6
138_pred.pdb,138_real.pdb,10,1.53
139_pred.pdb,139_real.pdb,19,2.311
140_pred.pdb,140_real.pdb,11,1.549
141_pred.pdb,141_real.pdb,8,0.289
142_pred.pdb,142_real.pdb,10,0.92
143_pred.pdb,143_real.pdb,11,0.732
144_pred.pdb,144_real.pdb,4,0.369
145_pred.pdb,145_real.pdb,12,0.831
146_pred.pdb,146_real.pdb,10,0.934
147_pred.pdb,147_real.pdb,16,2.46
148_pred.pdb,148_real.pdb,7,1.176
149_pred.pdb,149_real.pdb,16,7.027
150_pred.pdb,150_real.pdb,10,0.616
151_pred.pdb,151_real.pdb,18,6.178
152_pred.pdb,152_real.pdb,3,0.068
153_pred.pdb,153_real.pdb,13,6.269
154_pred.pdb,154_real.pdb,15,2.504
155_pred.pdb,155_real.pdb,14,0.523
156_pred.pdb,156_real.pdb,15,0.845
157_pred.pdb,157_real.pdb,7,0.383
158_pred.pdb,158_real.pdb,8,0.888
159_pred.pdb,159_real.pdb,7,1.853
160_pred.pdb,160_real.pdb,12,1.095
161_pred.pdb,161_real.pdb,12,0.928
162_pred.pdb,162_real.pdb,7,0.789
163_pred.pdb,163_real.pdb,11,2.904
164_pred.pdb,164_real.pdb,10,0.86
165_pred.pdb,165_real.pdb,10,0.288
166_pred.pdb,166_real.pdb,17,5.795
167_pred.pdb,167_real.pdb,8,1.203
168_pred.pdb,168_real.pdb,5,0.184
169_pred.pdb,169_real.pdb,13,4.974
170_pred.pdb,170_real.pdb,14,1.503
171_pred.pdb,171_real.pdb,12,2.025
172_pred.pdb,172_real.pdb,10,4.541
173_pred.pdb,173_real.pdb,11,1.204
174_pred.pdb,174_real.pdb,9,0.412
175_pred.pdb,175_real.pdb,9,0.507
