predicted file,real file,number of residues,rmsd
112_pred.pdb,112_real.pdb,10,0.517
113_pred.pdb,113_real.pdb,12,1.009
114_pred.pdb,114_real.pdb,10,1.334
115_pred.pdb,115_real.pdb,9,0.947
116_pred.pdb,116_real.pdb,11,1.694
117_pred.pdb,117_real.pdb,13,0.375
118_pred.pdb,118_real.pdb,13,1.827
119_pred.pdb,119_real.pdb,14,8.337
120_pred.pdb,120_real.pdb,12,2.781
121_pred.pdb,121_real.pdb,8,1.394
122_pred.pdb,122_real.pdb,10,3.061
123_pred.pdb,123_real.pdb,7,0.663
124_pred.pdb,124_real.pdb,11,1.103
125_pred.pdb,125_real.pdb,11,1.45
126_pred.pdb,126_real.pdb,10,0.505
127_pred.pdb,127_real.pdb,13,0.74
128_pred.pdb,128_real.pdb,3,0.169
129_pred.pdb,129_real.pdb,19,0.52
130_pred.pdb,130_real.pdb,24,11.308
131_pred.pdb,131_real.pdb,12,1.341
132_pred.pdb,132_real.pdb,14,0.642
133_pred.pdb,133_real.pdb,9,5.158
134_pred.pdb,134_real.pdb,12,1.12
135_pred.pdb,135_real.pdb,19,1.441
136_pred.pdb,136_real.pdb,12,2.854
137_pred.pdb,137_real.pdb,8,0.202
138_pred.pdb,138_real.pdb,20,3.905
139_pred.pdb,139_real.pdb,20,3.018
140_pred.pdb,140_real.pdb,8,2.003
141_pred.pdb,141_real.pdb,10,1.81
142_pred.pdb,142_real.pdb,11,1.766
143_pred.pdb,143_real.pdb,14,0.928
144_pred.pdb,144_real.pdb,12,0.285
145_pred.pdb,145_real.pdb,14,0.964
146_pred.pdb,146_real.pdb,11,0.886
147_pred.pdb,147_real.pdb,17,1.22
148_pred.pdb,148_real.pdb,12,0.98
149_pred.pdb,149_real.pdb,8,1.177
150_pred.pdb,150_real.pdb,7,0.873
151_pred.pdb,151_real.pdb,9,0.309
152_pred.pdb,152_real.pdb,12,0.564
153_pred.pdb,153_real.pdb,4,0.358
154_pred.pdb,154_real.pdb,10,0.75
155_pred.pdb,155_real.pdb,19,0.51
156_pred.pdb,156_real.pdb,16,1.426
157_pred.pdb,157_real.pdb,13,1.108
158_pred.pdb,158_real.pdb,11,2.878
159_pred.pdb,159_real.pdb,15,1.433
160_pred.pdb,160_real.pdb,16,2.218
161_pred.pdb,161_real.pdb,12,3.77
162_pred.pdb,162_real.pdb,14,2.341
163_pred.pdb,163_real.pdb,12,0.762
164_pred.pdb,164_real.pdb,7,0.934
165_pred.pdb,165_real.pdb,13,0.469
166_pred.pdb,166_real.pdb,22,0.728
167_pred.pdb,167_real.pdb,9,0.469
168_pred.pdb,168_real.pdb,7,0.533
169_pred.pdb,169_real.pdb,11,0.69
170_pred.pdb,170_real.pdb,12,2.709
171_pred.pdb,171_real.pdb,9,0.456
172_pred.pdb,172_real.pdb,13,0.673
173_pred.pdb,173_real.pdb,11,3.8
174_pred.pdb,174_real.pdb,13,0.562
175_pred.pdb,175_real.pdb,10,2.632
176_pred.pdb,176_real.pdb,8,0.442
177_pred.pdb,177_real.pdb,14,3.018
178_pred.pdb,178_real.pdb,10,0.641
179_pred.pdb,179_real.pdb,24,0.372
180_pred.pdb,180_real.pdb,24,0.431
181_pred.pdb,181_real.pdb,10,1.058
182_pred.pdb,182_real.pdb,11,5.668
183_pred.pdb,183_real.pdb,10,2.544
184_pred.pdb,184_real.pdb,14,4.51
185_pred.pdb,185_real.pdb,11,0.638
186_pred.pdb,186_real.pdb,9,2.862
187_pred.pdb,187_real.pdb,10,0.768
188_pred.pdb,188_real.pdb,11,2.026
189_pred.pdb,189_real.pdb,12,2.538
190_pred.pdb,190_real.pdb,11,3.969
191_pred.pdb,191_real.pdb,13,1.469
192_pred.pdb,192_real.pdb,8,3.611
193_pred.pdb,193_real.pdb,10,1.495
194_pred.pdb,194_real.pdb,8,1.44
195_pred.pdb,195_real.pdb,13,4.193
196_pred.pdb,196_real.pdb,12,0.658
197_pred.pdb,197_real.pdb,9,0.304
198_pred.pdb,198_real.pdb,14,0.464
199_pred.pdb,199_real.pdb,12,0.389
200_pred.pdb,200_real.pdb,14,2.074
201_pred.pdb,201_real.pdb,10,0.556
202_pred.pdb,202_real.pdb,11,2.06
203_pred.pdb,203_real.pdb,11,2.396
204_pred.pdb,204_real.pdb,13,0.885
205_pred.pdb,205_real.pdb,21,11.852
206_pred.pdb,206_real.pdb,11,3.356
207_pred.pdb,207_real.pdb,11,1.146
208_pred.pdb,208_real.pdb,11,2.502
209_pred.pdb,209_real.pdb,14,2.132
210_pred.pdb,210_real.pdb,11,0.833
211_pred.pdb,211_real.pdb,12,5.693
212_pred.pdb,212_real.pdb,24,5.468
213_pred.pdb,213_real.pdb,12,0.486
214_pred.pdb,214_real.pdb,14,3.256
215_pred.pdb,215_real.pdb,7,1.352
216_pred.pdb,216_real.pdb,15,2.143
217_pred.pdb,217_real.pdb,5,0.1
218_pred.pdb,218_real.pdb,18,10.965
219_pred.pdb,219_real.pdb,16,6.596
220_pred.pdb,220_real.pdb,9,0.71
221_pred.pdb,221_real.pdb,11,2.84
222_pred.pdb,222_real.pdb,11,5.719
223_pred.pdb,223_real.pdb,19,1.269
224_pred.pdb,224_real.pdb,6,2.037
225_pred.pdb,225_real.pdb,26,1.535
226_pred.pdb,226_real.pdb,5,0.101
227_pred.pdb,227_real.pdb,6,2.035
228_pred.pdb,228_real.pdb,7,2.886
229_pred.pdb,229_real.pdb,14,2.046
230_pred.pdb,230_real.pdb,7,0.842
231_pred.pdb,231_real.pdb,5,0.189
232_pred.pdb,232_real.pdb,14,2.073
233_pred.pdb,233_real.pdb,10,0.68
234_pred.pdb,234_real.pdb,13,4.612
235_pred.pdb,235_real.pdb,10,3.32
236_pred.pdb,236_real.pdb,12,0.988
237_pred.pdb,237_real.pdb,11,5.785
238_pred.pdb,238_real.pdb,17,4.703
239_pred.pdb,239_real.pdb,8,4.54
240_pred.pdb,240_real.pdb,9,0.218
241_pred.pdb,241_real.pdb,13,1.464
242_pred.pdb,242_real.pdb,10,1.371
243_pred.pdb,243_real.pdb,10,0.578
244_pred.pdb,244_real.pdb,10,0.438
245_pred.pdb,245_real.pdb,16,1.124
246_pred.pdb,246_real.pdb,10,0.807
247_pred.pdb,247_real.pdb,9,2.469
248_pred.pdb,248_real.pdb,13,0.543
249_pred.pdb,249_real.pdb,10,1.29
250_pred.pdb,250_real.pdb,10,1.117
251_pred.pdb,251_real.pdb,14,0.911
252_pred.pdb,252_real.pdb,9,2.528
253_pred.pdb,253_real.pdb,19,1.837
254_pred.pdb,254_real.pdb,24,5.219
255_pred.pdb,255_real.pdb,8,0.156
256_pred.pdb,256_real.pdb,4,0.132
257_pred.pdb,257_real.pdb,13,2.334
258_pred.pdb,258_real.pdb,14,0.807
259_pred.pdb,259_real.pdb,13,3.877
260_pred.pdb,260_real.pdb,9,1.093
261_pred.pdb,261_real.pdb,16,0.972
262_pred.pdb,262_real.pdb,10,0.599
263_pred.pdb,263_real.pdb,10,1.15
264_pred.pdb,264_real.pdb,9,2.337
265_pred.pdb,265_real.pdb,10,0.814
266_pred.pdb,266_real.pdb,16,1.25
267_pred.pdb,267_real.pdb,16,9.448
268_pred.pdb,268_real.pdb,13,0.481
269_pred.pdb,269_real.pdb,8,4.351
270_pred.pdb,270_real.pdb,5,0.237
271_pred.pdb,271_real.pdb,11,1.45
272_pred.pdb,272_real.pdb,14,0.258
273_pred.pdb,273_real.pdb,20,0.999
274_pred.pdb,274_real.pdb,12,0.966
275_pred.pdb,275_real.pdb,14,1.359
276_pred.pdb,276_real.pdb,10,1.484
277_pred.pdb,277_real.pdb,10,0.414
278_pred.pdb,278_real.pdb,11,3.857
279_pred.pdb,279_real.pdb,7,1.666
280_pred.pdb,280_real.pdb,9,0.515
281_pred.pdb,281_real.pdb,17,0.426
282_pred.pdb,282_real.pdb,24,2.197
283_pred.pdb,283_real.pdb,8,0.587
284_pred.pdb,284_real.pdb,8,0.736
285_pred.pdb,285_real.pdb,14,2.98
286_pred.pdb,286_real.pdb,3,0.237
predicted file,real file,number of residues,rmsd
000_pred.pdb,000_real.pdb,20,1.971
001_pred.pdb,001_real.pdb,14,1.266
002_pred.pdb,002_real.pdb,10,0.899
003_pred.pdb,003_real.pdb,13,4.738
004_pred.pdb,004_real.pdb,11,2.782
005_pred.pdb,005_real.pdb,11,3.539
006_pred.pdb,006_real.pdb,14,0.429
007_pred.pdb,007_real.pdb,7,1.139
008_pred.pdb,008_real.pdb,16,3.892
009_pred.pdb,009_real.pdb,13,4.308
010_pred.pdb,010_real.pdb,9,0.73
011_pred.pdb,011_real.pdb,13,0.768
012_pred.pdb,012_real.pdb,9,0.462
013_pred.pdb,013_real.pdb,20,1.727
014_pred.pdb,014_real.pdb,10,0.613
015_pred.pdb,015_real.pdb,19,1.106
016_pred.pdb,016_real.pdb,13,0.909
017_pred.pdb,017_real.pdb,8,1.557
018_pred.pdb,018_real.pdb,9,1.223
019_pred.pdb,019_real.pdb,17,0.467
020_pred.pdb,020_real.pdb,18,2.281
021_pred.pdb,021_real.pdb,5,1.232
022_pred.pdb,022_real.pdb,22,1.89
023_pred.pdb,023_real.pdb,5,1.204
024_pred.pdb,024_real.pdb,12,4.38
025_pred.pdb,025_real.pdb,13,3.237
026_pred.pdb,026_real.pdb,19,1.157
027_pred.pdb,027_real.pdb,10,0.383
028_pred.pdb,028_real.pdb,11,1.308
029_pred.pdb,029_real.pdb,22,2.027
030_pred.pdb,030_real.pdb,23,6.615
031_pred.pdb,031_real.pdb,7,0.548
032_pred.pdb,032_real.pdb,9,2.552
033_pred.pdb,033_real.pdb,17,0.391
034_pred.pdb,034_real.pdb,10,1.216
035_pred.pdb,035_real.pdb,27,0.475
036_pred.pdb,036_real.pdb,9,0.172
037_pred.pdb,037_real.pdb,16,1.57
038_pred.pdb,038_real.pdb,7,0.448
039_pred.pdb,039_real.pdb,26,0.984
040_pred.pdb,040_real.pdb,24,2.22
041_pred.pdb,041_real.pdb,21,5.716
042_pred.pdb,042_real.pdb,8,0.722
043_pred.pdb,043_real.pdb,14,1.932
044_pred.pdb,044_real.pdb,10,0.222
045_pred.pdb,045_real.pdb,11,1.306
046_pred.pdb,046_real.pdb,17,1.395
047_pred.pdb,047_real.pdb,10,3.204
048_pred.pdb,048_real.pdb,11,5.776
049_pred.pdb,049_real.pdb,4,0.114
050_pred.pdb,050_real.pdb,8,0.5
051_pred.pdb,051_real.pdb,17,0.428
052_pred.pdb,052_real.pdb,12,0.331
053_pred.pdb,053_real.pdb,11,4.053
054_pred.pdb,054_real.pdb,19,10.158
055_pred.pdb,055_real.pdb,11,4.773
056_pred.pdb,056_real.pdb,16,1.54
057_pred.pdb,057_real.pdb,19,2.011
058_pred.pdb,058_real.pdb,18,1.201
059_pred.pdb,059_real.pdb,13,3.152
060_pred.pdb,060_real.pdb,16,1.504
061_pred.pdb,061_real.pdb,17,5.961
062_pred.pdb,062_real.pdb,7,0.625
063_pred.pdb,063_real.pdb,9,1.144
064_pred.pdb,064_real.pdb,10,1.197
065_pred.pdb,065_real.pdb,16,7.036
066_pred.pdb,066_real.pdb,12,0.634
067_pred.pdb,067_real.pdb,9,3.342
068_pred.pdb,068_real.pdb,15,1.304
069_pred.pdb,069_real.pdb,16,0.922
070_pred.pdb,070_real.pdb,9,0.396
071_pred.pdb,071_real.pdb,15,0.875
072_pred.pdb,072_real.pdb,13,1.287
073_pred.pdb,073_real.pdb,10,0.275
074_pred.pdb,074_real.pdb,8,1.973
075_pred.pdb,075_real.pdb,7,1.524
076_pred.pdb,076_real.pdb,12,0.951
077_pred.pdb,077_real.pdb,12,1.443
078_pred.pdb,078_real.pdb,5,1.196
079_pred.pdb,079_real.pdb,8,0.886
080_pred.pdb,080_real.pdb,8,0.701
081_pred.pdb,081_real.pdb,12,1.989
082_pred.pdb,082_real.pdb,14,1.5
083_pred.pdb,083_real.pdb,7,1.313
084_pred.pdb,084_real.pdb,12,0.62
085_pred.pdb,085_real.pdb,7,1.841
086_pred.pdb,086_real.pdb,13,4.999
087_pred.pdb,087_real.pdb,12,0.417
088_pred.pdb,088_real.pdb,13,5.571
089_pred.pdb,089_real.pdb,8,0.545
090_pred.pdb,090_real.pdb,15,2.734
091_pred.pdb,091_real.pdb,5,0.29
092_pred.pdb,092_real.pdb,18,0.896
093_pred.pdb,093_real.pdb,19,1.202
094_pred.pdb,094_real.pdb,13,3.672
095_pred.pdb,095_real.pdb,10,2.721
096_pred.pdb,096_real.pdb,12,0.271
097_pred.pdb,097_real.pdb,13,1.396
098_pred.pdb,098_real.pdb,9,0.918
099_pred.pdb,099_real.pdb,7,0.266
100_pred.pdb,100_real.pdb,13,0.509
101_pred.pdb,101_real.pdb,11,0.819
102_pred.pdb,102_real.pdb,20,7.101
103_pred.pdb,103_real.pdb,5,0.137
104_pred.pdb,104_real.pdb,12,0.083
105_pred.pdb,105_real.pdb,9,0.221
106_pred.pdb,106_real.pdb,11,2.678
107_pred.pdb,107_real.pdb,12,1.573
108_pred.pdb,108_real.pdb,12,4.374
109_pred.pdb,109_real.pdb,13,2.15
110_pred.pdb,110_real.pdb,7,1.413
111_pred.pdb,111_real.pdb,7,0.868
112_pred.pdb,112_real.pdb,4,0.378
113_pred.pdb,113_real.pdb,13,2.124
114_pred.pdb,114_real.pdb,18,0.925
115_pred.pdb,115_real.pdb,14,1.477
116_pred.pdb,116_real.pdb,14,1.109
117_pred.pdb,117_real.pdb,15,0.811
118_pred.pdb,118_real.pdb,10,1.587
119_pred.pdb,119_real.pdb,26,1.109
120_pred.pdb,120_real.pdb,10,1.078
121_pred.pdb,121_real.pdb,9,0.533
122_pred.pdb,122_real.pdb,8,0.961
123_pred.pdb,123_real.pdb,9,1.91
124_pred.pdb,124_real.pdb,15,1.376
125_pred.pdb,125_real.pdb,24,0.369
126_pred.pdb,126_real.pdb,28,0.369
127_pred.pdb,127_real.pdb,7,1.901
128_pred.pdb,128_real.pdb,13,0.9
129_pred.pdb,129_real.pdb,10,0.629
130_pred.pdb,130_real.pdb,10,0.664
131_pred.pdb,131_real.pdb,11,2.28
132_pred.pdb,132_real.pdb,13,2.395
133_pred.pdb,133_real.pdb,19,6.922
134_pred.pdb,134_real.pdb,11,4.25
135_pred.pdb,135_real.pdb,12,0.448
136_pred.pdb,136_real.pdb,10,0.291
137_pred.pdb,137_real.pdb,16,5.999
138_pred.pdb,138_real.pdb,8,0.545
139_pred.pdb,139_real.pdb,14,0.531
140_pred.pdb,140_real.pdb,12,3.733
141_pred.pdb,141_real.pdb,6,1.347
142_pred.pdb,142_real.pdb,15,0.861
143_pred.pdb,143_real.pdb,19,1.767
144_pred.pdb,144_real.pdb,10,1.775
145_pred.pdb,145_real.pdb,8,0.755
146_pred.pdb,146_real.pdb,10,0.292
147_pred.pdb,147_real.pdb,7,2.531
148_pred.pdb,148_real.pdb,18,3.447
149_pred.pdb,149_real.pdb,6,2.292
150_pred.pdb,150_real.pdb,22,1.27
151_pred.pdb,151_real.pdb,24,9.194
152_pred.pdb,152_real.pdb,28,4.1
153_pred.pdb,153_real.pdb,10,0.316
154_pred.pdb,154_real.pdb,11,0.844
155_pred.pdb,155_real.pdb,13,1.153
156_pred.pdb,156_real.pdb,11,1.13
157_pred.pdb,157_real.pdb,14,0.681
158_pred.pdb,158_real.pdb,3,0.105
159_pred.pdb,159_real.pdb,11,5.115
160_pred.pdb,160_real.pdb,13,0.436
161_pred.pdb,161_real.pdb,10,1.492
162_pred.pdb,162_real.pdb,10,6.0
163_pred.pdb,163_real.pdb,13,1.2
164_pred.pdb,164_real.pdb,18,5.485
165_pred.pdb,165_real.pdb,24,0.381
166_pred.pdb,166_real.pdb,10,0.251
167_pred.pdb,167_real.pdb,10,0.546
168_pred.pdb,168_real.pdb,17,0.411
169_pred.pdb,169_real.pdb,10,2.721
170_pred.pdb,170_real.pdb,12,3.792
171_pred.pdb,171_real.pdb,24,0.474
172_pred.pdb,172_real.pdb,6,0.315
173_pred.pdb,173_real.pdb,18,7.153
174_pred.pdb,174_real.pdb,10,1.654
175_pred.pdb,175_real.pdb,13,0.916
176_pred.pdb,176_real.pdb,9,1.596
177_pred.pdb,177_real.pdb,13,0.914
178_pred.pdb,178_real.pdb,10,1.634
179_pred.pdb,179_real.pdb,10,0.228
180_pred.pdb,180_real.pdb,11,2.825
181_pred.pdb,181_real.pdb,9,0.655
182_pred.pdb,182_real.pdb,18,1.329
183_pred.pdb,183_real.pdb,12,3.266
184_pred.pdb,184_real.pdb,8,0.888
185_pred.pdb,185_real.pdb,10,2.962
186_pred.pdb,186_real.pdb,17,5.757
187_pred.pdb,187_real.pdb,17,0.404
188_pred.pdb,188_real.pdb,7,0.229
189_pred.pdb,189_real.pdb,10,1.501
190_pred.pdb,190_real.pdb,11,1.563
191_pred.pdb,191_real.pdb,14,0.997
192_pred.pdb,192_real.pdb,14,1.009
193_pred.pdb,193_real.pdb,20,0.547
194_pred.pdb,194_real.pdb,9,3.308
195_pred.pdb,195_real.pdb,9,1.317
196_pred.pdb,196_real.pdb,10,2.386
197_pred.pdb,197_real.pdb,9,1.736
198_pred.pdb,198_real.pdb,10,0.884
199_pred.pdb,199_real.pdb,7,0.584
200_pred.pdb,200_real.pdb,11,3.02
201_pred.pdb,201_real.pdb,8,0.754
202_pred.pdb,202_real.pdb,15,1.815
203_pred.pdb,203_real.pdb,8,4.174
204_pred.pdb,204_real.pdb,10,1.228
205_pred.pdb,205_real.pdb,13,2.238
206_pred.pdb,206_real.pdb,11,3.215
207_pred.pdb,207_real.pdb,12,8.17
208_pred.pdb,208_real.pdb,8,0.507
209_pred.pdb,209_real.pdb,13,0.47
210_pred.pdb,210_real.pdb,10,2.588
211_pred.pdb,211_real.pdb,7,0.168
212_pred.pdb,212_real.pdb,10,0.569
213_pred.pdb,213_real.pdb,5,0.117
214_pred.pdb,214_real.pdb,7,1.6
215_pred.pdb,215_real.pdb,12,4.194
216_pred.pdb,216_real.pdb,11,2.448
217_pred.pdb,217_real.pdb,8,0.744
218_pred.pdb,218_real.pdb,11,4.91
219_pred.pdb,219_real.pdb,14,0.553
220_pred.pdb,220_real.pdb,13,0.916
221_pred.pdb,221_real.pdb,11,1.687
222_pred.pdb,222_real.pdb,7,1.047
223_pred.pdb,223_real.pdb,9,0.663
224_pred.pdb,224_real.pdb,11,3.778
225_pred.pdb,225_real.pdb,13,4.637
226_pred.pdb,226_real.pdb,8,1.564
227_pred.pdb,227_real.pdb,11,0.968
228_pred.pdb,228_real.pdb,12,0.199
229_pred.pdb,229_real.pdb,5,1.39
230_pred.pdb,230_real.pdb,19,6.363
231_pred.pdb,231_real.pdb,10,2.132
232_pred.pdb,232_real.pdb,11,0.873
233_pred.pdb,233_real.pdb,13,0.715
234_pred.pdb,234_real.pdb,13,7.739
235_pred.pdb,235_real.pdb,12,0.865
236_pred.pdb,236_real.pdb,14,4.222
237_pred.pdb,237_real.pdb,14,3.018
238_pred.pdb,238_real.pdb,10,1.836
239_pred.pdb,239_real.pdb,11,1.847
240_pred.pdb,240_real.pdb,14,4.947
241_pred.pdb,241_real.pdb,18,0.934
242_pred.pdb,242_real.pdb,11,0.821
243_pred.pdb,243_real.pdb,10,5.517
244_pred.pdb,244_real.pdb,9,0.932
245_pred.pdb,245_real.pdb,15,2.901
246_pred.pdb,246_real.pdb,11,3.851
247_pred.pdb,247_real.pdb,15,1.189
248_pred.pdb,248_real.pdb,10,1.168
249_pred.pdb,249_real.pdb,5,0.113
250_pred.pdb,250_real.pdb,10,0.59
251_pred.pdb,251_real.pdb,14,1.351
252_pred.pdb,252_real.pdb,17,2.207
253_pred.pdb,253_real.pdb,4,0.067
254_pred.pdb,254_real.pdb,8,2.28
255_pred.pdb,255_real.pdb,7,0.4
256_pred.pdb,256_real.pdb,14,4.518
257_pred.pdb,257_real.pdb,17,1.674
258_pred.pdb,258_real.pdb,14,1.199
259_pred.pdb,259_real.pdb,15,4.514
260_pred.pdb,260_real.pdb,16,4.543
261_pred.pdb,261_real.pdb,14,9.654
262_pred.pdb,262_real.pdb,4,0.976
263_pred.pdb,263_real.pdb,9,3.816
264_pred.pdb,264_real.pdb,10,2.921
265_pred.pdb,265_real.pdb,12,4.062
266_pred.pdb,266_real.pdb,13,1.181
267_pred.pdb,267_real.pdb,12,0.451
268_pred.pdb,268_real.pdb,10,0.85
269_pred.pdb,269_real.pdb,14,1.052
270_pred.pdb,270_real.pdb,11,2.291
271_pred.pdb,271_real.pdb,11,3.858
272_pred.pdb,272_real.pdb,9,2.372
273_pred.pdb,273_real.pdb,7,1.765
274_pred.pdb,274_real.pdb,7,0.473
275_pred.pdb,275_real.pdb,11,0.454
276_pred.pdb,276_real.pdb,7,0.569
277_pred.pdb,277_real.pdb,12,0.747
278_pred.pdb,278_real.pdb,10,2.12
279_pred.pdb,279_real.pdb,12,0.687
280_pred.pdb,280_real.pdb,15,1.123
281_pred.pdb,281_real.pdb,12,0.831
282_pred.pdb,282_real.pdb,13,1.304
283_pred.pdb,283_real.pdb,18,1.711
284_pred.pdb,284_real.pdb,10,0.758
285_pred.pdb,285_real.pdb,15,6.469
286_pred.pdb,286_real.pdb,17,1.511
predicted file,real file,number of residues,rmsd
000_pred.pdb,000_real.pdb,11,1.072
001_pred.pdb,001_real.pdb,24,1.33
002_pred.pdb,002_real.pdb,9,0.443
003_pred.pdb,003_real.pdb,9,0.385
004_pred.pdb,004_real.pdb,9,1.062
005_pred.pdb,005_real.pdb,4,0.076
006_pred.pdb,006_real.pdb,13,1.749
007_pred.pdb,007_real.pdb,17,2.563
008_pred.pdb,008_real.pdb,24,2.609
009_pred.pdb,009_real.pdb,18,1.742
010_pred.pdb,010_real.pdb,15,1.849
011_pred.pdb,011_real.pdb,12,0.277
012_pred.pdb,012_real.pdb,13,0.562
013_pred.pdb,013_real.pdb,7,1.139
014_pred.pdb,014_real.pdb,16,0.588
015_pred.pdb,015_real.pdb,5,0.22
016_pred.pdb,016_real.pdb,17,0.453
017_pred.pdb,017_real.pdb,5,1.457
018_pred.pdb,018_real.pdb,5,0.133
019_pred.pdb,019_real.pdb,6,0.137
020_pred.pdb,020_real.pdb,9,0.922
021_pred.pdb,021_real.pdb,15,6.92
022_pred.pdb,022_real.pdb,14,6.647
023_pred.pdb,023_real.pdb,11,1.251
024_pred.pdb,024_real.pdb,8,0.544
025_pred.pdb,025_real.pdb,14,1.315
026_pred.pdb,026_real.pdb,9,4.771
027_pred.pdb,027_real.pdb,9,0.697
028_pred.pdb,028_real.pdb,10,3.346
029_pred.pdb,029_real.pdb,10,3.729
030_pred.pdb,030_real.pdb,13,3.266
031_pred.pdb,031_real.pdb,10,0.599
032_pred.pdb,032_real.pdb,10,1.674
033_pred.pdb,033_real.pdb,9,0.669
034_pred.pdb,034_real.pdb,6,0.278
035_pred.pdb,035_real.pdb,13,0.401
036_pred.pdb,036_real.pdb,11,4.579
037_pred.pdb,037_real.pdb,15,2.6
038_pred.pdb,038_real.pdb,11,1.214
039_pred.pdb,039_real.pdb,14,1.425
040_pred.pdb,040_real.pdb,11,2.512
041_pred.pdb,041_real.pdb,10,2.941
042_pred.pdb,042_real.pdb,12,4.163
043_pred.pdb,043_real.pdb,12,3.647
044_pred.pdb,044_real.pdb,4,0.207
045_pred.pdb,045_real.pdb,8,1.073
046_pred.pdb,046_real.pdb,6,2.161
047_pred.pdb,047_real.pdb,13,0.411
048_pred.pdb,048_real.pdb,14,0.783
049_pred.pdb,049_real.pdb,14,1.929
050_pred.pdb,050_real.pdb,10,1.255
051_pred.pdb,051_real.pdb,18,5.066
052_pred.pdb,052_real.pdb,10,1.604
053_pred.pdb,053_real.pdb,14,2.658
054_pred.pdb,054_real.pdb,17,0.952
055_pred.pdb,055_real.pdb,3,0.065
056_pred.pdb,056_real.pdb,9,3.602
057_pred.pdb,057_real.pdb,10,2.969
058_pred.pdb,058_real.pdb,13,0.415
059_pred.pdb,059_real.pdb,13,0.573
060_pred.pdb,060_real.pdb,16,1.059
061_pred.pdb,061_real.pdb,15,3.175
062_pred.pdb,062_real.pdb,7,1.396
063_pred.pdb,063_real.pdb,13,5.587
064_pred.pdb,064_real.pdb,13,3.188
065_pred.pdb,065_real.pdb,13,4.015
066_pred.pdb,066_real.pdb,10,1.184
067_pred.pdb,067_real.pdb,14,6.756
068_pred.pdb,068_real.pdb,8,2.0
069_pred.pdb,069_real.pdb,13,1.297
070_pred.pdb,070_real.pdb,5,1.819
071_pred.pdb,071_real.pdb,11,1.172
072_pred.pdb,072_real.pdb,11,3.487
073_pred.pdb,073_real.pdb,9,2.641
074_pred.pdb,074_real.pdb,16,2.348
075_pred.pdb,075_real.pdb,14,1.385
076_pred.pdb,076_real.pdb,24,1.183
077_pred.pdb,077_real.pdb,8,1.941
078_pred.pdb,078_real.pdb,14,2.942
079_pred.pdb,079_real.pdb,9,3.92
080_pred.pdb,080_real.pdb,17,0.738
081_pred.pdb,081_real.pdb,13,3.204
082_pred.pdb,082_real.pdb,8,0.67
083_pred.pdb,083_real.pdb,9,1.141
084_pred.pdb,084_real.pdb,9,0.904
085_pred.pdb,085_real.pdb,12,0.709
086_pred.pdb,086_real.pdb,11,1.36
087_pred.pdb,087_real.pdb,14,2.599
088_pred.pdb,088_real.pdb,18,1.5
089_pred.pdb,089_real.pdb,11,1.818
090_pred.pdb,090_real.pdb,10,1.113
091_pred.pdb,091_real.pdb,11,1.146
092_pred.pdb,092_real.pdb,10,2.126
093_pred.pdb,093_real.pdb,17,0.619
094_pred.pdb,094_real.pdb,12,0.805
095_pred.pdb,095_real.pdb,5,2.058
096_pred.pdb,096_real.pdb,11,3.361
097_pred.pdb,097_real.pdb,20,3.11
098_pred.pdb,098_real.pdb,17,2.3
099_pred.pdb,099_real.pdb,12,0.525
100_pred.pdb,100_real.pdb,16,2.049
101_pred.pdb,101_real.pdb,10,3.321
102_pred.pdb,102_real.pdb,12,0.674
103_pred.pdb,103_real.pdb,10,0.767
104_pred.pdb,104_real.pdb,12,0.361
105_pred.pdb,105_real.pdb,8,4.344
106_pred.pdb,106_real.pdb,17,2.547
107_pred.pdb,107_real.pdb,12,4.14
108_pred.pdb,108_real.pdb,13,2.022
109_pred.pdb,109_real.pdb,11,2.704
110_pred.pdb,110_real.pdb,11,2.769
111_pred.pdb,111_real.pdb,9,1.236
112_pred.pdb,112_real.pdb,26,1.332
113_pred.pdb,113_real.pdb,9,0.624
114_pred.pdb,114_real.pdb,4,0.21
115_pred.pdb,115_real.pdb,17,0.3
116_pred.pdb,116_real.pdb,12,4.176
117_pred.pdb,117_real.pdb,10,1.818
118_pred.pdb,118_real.pdb,17,1.167
119_pred.pdb,119_real.pdb,22,0.982
120_pred.pdb,120_real.pdb,9,0.664
121_pred.pdb,121_real.pdb,10,0.462
122_pred.pdb,122_real.pdb,14,0.903
123_pred.pdb,123_real.pdb,4,0.248
124_pred.pdb,124_real.pdb,13,0.492
125_pred.pdb,125_real.pdb,11,1.663
126_pred.pdb,126_real.pdb,10,0.477
127_pred.pdb,127_real.pdb,10,3.774
128_pred.pdb,128_real.pdb,24,5.9
129_pred.pdb,129_real.pdb,20,6.665
130_pred.pdb,130_real.pdb,7,3.117
131_pred.pdb,131_real.pdb,10,0.621
132_pred.pdb,132_real.pdb,7,0.522
133_pred.pdb,133_real.pdb,13,1.364
134_pred.pdb,134_real.pdb,11,2.325
135_pred.pdb,135_real.pdb,10,0.266
136_pred.pdb,136_real.pdb,10,0.515
137_pred.pdb,137_real.pdb,10,1.255
138_pred.pdb,138_real.pdb,14,1.033
139_pred.pdb,139_real.pdb,17,1.74
140_pred.pdb,140_real.pdb,8,0.411
141_pred.pdb,141_real.pdb,7,1.429
142_pred.pdb,142_real.pdb,13,3.724
143_pred.pdb,143_real.pdb,9,2.555
